State,City,Date,Temperature (C),Humidity,Condition,Wind (kph),Rainfall (mm),Visibility (km),Timestamp,Min Temp (C),Max Temp (C),Avg Temp (C),Total Precipitation (mm)
Arkansas,Fort Smith,2024-10-12,24.8,51,Sunny,15.1,0.0,10.0,2024-12-11 20:34:06,15.8,34.1,24.8,0.0
Arkansas,Fort Smith,2024-10-13,26.2,45,Partly cloudy,10.8,0.0,10.0,2024-12-11 20:34:06,20.8,32.5,26.2,0.0
Arkansas,Fort Smith,2024-10-14,19.1,32,Sunny,13.7,0.0,10.0,2024-12-11 20:34:06,15.1,22.6,19.1,0.0
Arkansas,Fort Smith,2024-10-15,16.5,42,Partly cloudy,25.6,0.0,10.0,2024-12-11 20:34:07,9.9,24.1,16.5,0.0
Arkansas,Fort Smith,2024-10-16,12.1,47,Sunny,10.1,0.0,10.0,2024-12-11 20:34:07,5.8,19.8,12.1,0.0
Arkansas,Fort Smith,2024-10-17,12.9,51,Sunny,11.9,0.0,10.0,2024-12-11 20:34:07,3.7,22.3,12.9,0.0
Arkansas,Fort Smith,2024-10-18,14.8,49,Sunny,14.8,0.0,10.0,2024-12-11 20:34:07,5.7,23.9,14.8,0.0
Arkansas,Fort Smith,2024-10-19,16.5,53,Sunny,10.8,0.0,10.0,2024-12-11 20:34:07,8.1,25.2,16.5,0.0
Arkansas,Fort Smith,2024-10-20,17.3,54,Sunny,8.3,0.0,10.0,2024-12-11 20:34:08,8.8,26.1,17.3,0.0
Arkansas,Fort Smith,2024-10-21,18.5,55,Sunny,14.0,0.0,10.0,2024-12-11 20:34:08,9.4,27.2,18.5,0.0
Arkansas,Fort Smith,2024-10-22,21.1,57,Partly cloudy,16.2,0.0,10.0,2024-12-11 20:34:08,12.3,30.3,21.1,0.0
Arkansas,Fort Smith,2024-10-23,24.6,59,Sunny,10.4,0.0,9.8,2024-12-11 20:34:08,17.6,31.9,24.6,0.0
Arkansas,Fort Smith,2024-10-24,24.7,60,Cloudy,19.4,0.0,9.6,2024-12-11 20:34:08,20.3,30.7,24.7,0.0
Arkansas,Fort Smith,2024-10-25,24.8,53,Cloudy,15.8,0.39,10.0,2024-12-11 20:34:09,20.6,31.2,24.8,0.39
Arkansas,Fort Smith,2024-10-26,22.3,53,Patchy light drizzle,9.0,0.83,9.7,2024-12-11 20:34:09,19.6,27.2,22.3,0.83
Arkansas,Fort Smith,2024-10-27,19.0,65,Cloudy,14.0,0.0,10.0,2024-12-11 20:34:09,15.9,23.8,19.0,0.0
Arkansas,Fort Smith,2024-10-28,21.6,67,Cloudy,23.0,0.0,10.0,2024-12-11 20:34:09,15.6,28.5,21.6,0.0
Arkansas,Fort Smith,2024-10-29,22.2,68,Overcast,24.8,0.0,10.0,2024-12-11 20:34:09,18.8,26.8,22.2,0.0
Arkansas,Fort Smith,2024-10-30,22.0,75,Overcast,23.4,0.0,9.8,2024-12-11 20:34:10,19.8,23.9,22.0,0.0
Arkansas,Fort Smith,2024-10-31,16.9,67,Moderate rain,14.4,25.68,9.1,2024-12-11 20:34:10,12.8,22.6,16.9,25.68
Arkansas,Fort Smith,2024-11-01,13.3,55,Partly cloudy,14.8,0.0,10.0,2024-12-11 20:34:10,8.3,19.8,13.3,0.0
Arkansas,Fort Smith,2024-11-02,11.9,80,Light rain shower,12.6,8.7,9.8,2024-12-11 20:34:10,10.0,13.6,11.9,8.7
Arkansas,Fort Smith,2024-11-03,20.0,84,Moderate or heavy rain shower,26.6,10.75,9.7,2024-12-11 20:34:11,17.9,22.4,20.0,10.75
Arkansas,Fort Smith,2024-11-04,22.6,82,Moderate or heavy rain shower,27.4,42.62,7.9,2024-12-11 20:34:11,18.9,25.3,22.6,42.62
Arkansas,Fort Smith,2024-11-05,16.6,86,Moderate or heavy rain shower,16.9,113.05,9.3,2024-12-11 20:34:11,13.7,21.2,16.6,113.05
Arkansas,Fort Smith,2024-11-06,16.3,84,Mist,8.6,0.0,8.7,2024-12-11 20:34:11,14.1,19.4,16.3,0.0
Arkansas,Fort Smith,2024-11-07,17.7,83,Mist,9.0,0.0,7.5,2024-12-11 20:34:12,15.2,22.9,17.7,0.0
Arkansas,Fort Smith,2024-11-08,18.3,96,Moderate or heavy rain shower,14.4,22.35,8.5,2024-12-11 20:34:12,16.7,19.7,18.3,22.35
Arkansas,Fort Smith,2024-11-09,14.5,91,Moderate or heavy rain shower,16.9,63.33,9.5,2024-12-11 20:34:12,13.3,16.0,14.5,63.33
Arkansas,Fort Smith,2024-11-10,17.3,81,Fog,6.8,0.0,9.7,2024-12-11 20:34:12,14.9,22.1,17.3,0.0
Arkansas,Fort Smith,2024-11-11,13.8,81,Fog,3.6,0.0,10.0,2024-12-11 20:34:12,9.0,19.1,13.8,0.0
Arkansas,Fort Smith,2024-11-12,14.5,81,Fog,14.8,0.0,10.0,2024-12-11 20:34:13,9.5,20.8,14.5,0.0
Arkansas,Fort Smith,2024-11-13,11.6,87,Mist,13.7,0.0,9.7,2024-12-11 20:34:13,8.1,15.4,11.6,0.0
Arkansas,Fort Smith,2024-11-14,12.1,76,Fog,9.0,0.0,10.0,2024-12-11 20:34:13,6.7,19.3,12.1,0.0
Arkansas,Fort Smith,2024-11-15,11.7,74,Mist,8.6,0.0,10.0,2024-12-11 20:34:13,5.4,19.2,11.7,0.0
Arkansas,Fort Smith,2024-11-16,8.7,91,Mist,12.2,0.0,10.0,2024-12-11 20:34:14,6.2,10.8,8.7,0.0
Arkansas,Fort Smith,2024-11-17,13.4,90,Mist,11.5,0.0,9.3,2024-12-11 20:34:14,10.0,17.3,13.4,0.0
Arkansas,Fort Smith,2024-11-18,16.8,90,Light rain shower,25.9,5.99,10.0,2024-12-11 20:34:14,13.8,20.4,16.8,5.99
Arkansas,Fort Smith,2024-11-19,14.5,77,Sunny,9.4,0.0,10.0,2024-12-11 20:34:14,10.5,20.3,14.5,0.0
Arkansas,Fort Smith,2024-11-20,10.9,62,Sunny,18.7,0.0,10.0,2024-12-11 20:34:14,6.3,15.2,10.9,0.0
Arkansas,Fort Smith,2024-11-21,10.0,50,Sunny,19.4,0.0,10.0,2024-12-11 20:34:15,5.9,15.7,10.0,0.0
Arkansas,Fort Smith,2024-11-22,7.8,62,Sunny,7.9,0.0,10.0,2024-12-11 20:34:15,2.3,15.0,7.8,0.0
Arkansas,Fort Smith,2024-11-23,10.2,68,Partly cloudy,7.9,0.0,10.0,2024-12-11 20:34:15,3.1,18.5,10.2,0.0
Arkansas,Fort Smith,2024-11-24,14.2,74,Overcast,21.2,0.0,10.0,2024-12-11 20:34:15,9.2,18.8,14.2,0.0
Arkansas,Fort Smith,2024-11-25,13.0,79,Overcast,19.8,0.0,10.0,2024-12-11 20:34:15,6.0,18.9,13.0,0.0
Arkansas,Fort Smith,2024-11-26,6.8,58,Overcast,8.6,0.0,10.0,2024-12-11 20:34:16,1.9,13.1,6.8,0.0
Arkansas,Fort Smith,2024-11-27,7.7,78,Overcast,12.2,0.0,10.0,2024-12-11 20:34:16,3.5,11.3,7.7,0.0
Arkansas,Fort Smith,2024-11-28,8.4,69,Overcast,18.7,0.0,10.0,2024-12-11 20:34:16,4.6,11.6,8.4,0.0
Arkansas,Fort Smith,2024-11-29,5.1,59,Sunny,6.1,0.0,10.0,2024-12-11 20:34:16,0.3,10.1,5.1,0.0
Arkansas,Fort Smith,2024-11-30,6.3,60,Overcast,9.7,0.0,10.0,2024-12-11 20:34:17,1.2,13.7,6.3,0.0
Arkansas,Fort Smith,2024-12-01,4.1,71,Cloudy,7.2,0.0,10.0,2024-12-11 20:34:17,-0.1,8.5,4.1,0.0
Arkansas,Fort Smith,2024-12-02,6.4,75,Mist,15.5,0.0,10.0,2024-12-11 20:34:17,0.1,14.6,6.4,0.0
Arkansas,Fort Smith,2024-12-03,3.6,61,Sunny,9.4,0.0,10.0,2024-12-11 20:34:17,-0.6,9.2,3.6,0.0
Arkansas,Fort Smith,2024-12-04,6.5,69,Overcast,14.0,0.0,9.3,2024-12-11 20:34:17,3.1,9.6,6.5,0.0
Arkansas,Fort Smith,2024-12-05,4.8,50,Partly cloudy,10.4,0.0,10.0,2024-12-11 20:34:18,1.5,8.2,4.8,0.0
Arkansas,Fort Smith,2024-12-06,3.4,38,Sunny,6.8,0.0,10.0,2024-12-11 20:34:18,-0.6,8.3,3.4,0.0
Arkansas,Fort Smith,2024-12-07,6.4,49,Overcast,10.4,0.0,10.0,2024-12-11 20:34:18,0.4,13.4,6.4,0.0
Arkansas,Fort Smith,2024-12-08,7.7,93,Moderate or heavy rain with thunder,8.3,12.51,8.0,2024-12-11 20:34:18,6.5,9.0,7.7,12.51
Arkansas,Fort Smith,2024-12-09,9.9,93,Fog,9.7,0.0,5.9,2024-12-11 20:34:19,8.7,11.0,9.9,0.0
Arkansas,Fort Smith,2024-12-10,6.7,60,Sunny,19.1,0.0,10.0,2024-12-11 20:34:19,3.7,9.6,6.7,0.0
Arkansas,Fort Smith,2024-12-11,4.7,54,Sunny,13.0,0.0,10.0,2024-12-11 20:34:19,1.6,9.8,4.7,0.0
Arkansas,Fayetteville,2024-09-12,21.5,73,Patchy rain possible,20.5,0.04,10.0,2024-12-11 20:34:19,17.9,25.4,21.5,0.04
Arkansas,Fayetteville,2024-09-13,20.8,88,Light rain shower,20.5,7.34,9.6,2024-12-11 20:34:19,20.0,21.7,20.8,7.34
Arkansas,Fayetteville,2024-09-14,22.4,86,Light rain shower,25.2,2.7,10.0,2024-12-11 20:34:20,20.2,24.5,22.4,2.7
Arkansas,Fayetteville,2024-09-15,22.9,76,Patchy light drizzle,31.3,0.66,9.8,2024-12-11 20:34:22,19.4,28.0,22.9,0.66
Arkansas,Fayetteville,2024-09-16,19.5,94,Light rain shower,45.7,74.72,7.3,2024-12-11 20:34:22,17.9,21.5,19.5,74.72
Arkansas,Fayetteville,2024-09-17,21.3,93,Light rain shower,10.4,50.67,7.3,2024-12-11 20:34:22,20.1,23.0,21.3,50.67
Arkansas,Fayetteville,2024-09-18,22.9,83,Fog,6.5,0.0,9.8,2024-12-11 20:34:22,18.5,26.8,22.9,0.0
Arkansas,Fayetteville,2024-09-19,22.7,90,Fog,12.6,0.0,8.1,2024-12-11 20:34:23,21.5,24.3,22.7,0.0
Arkansas,Fayetteville,2024-09-20,25.1,78,Cloudy,13.0,0.0,7.1,2024-12-11 20:34:23,21.3,30.0,25.1,0.0
Arkansas,Fayetteville,2024-09-21,24.8,75,Overcast,11.2,0.0,9.7,2024-12-11 20:34:23,21.9,29.4,24.8,0.0
Arkansas,Fayetteville,2024-09-22,25.7,75,Cloudy,13.7,0.0,9.2,2024-12-11 20:34:23,20.6,32.1,25.7,0.0
Arkansas,Fayetteville,2024-09-23,22.4,77,Overcast,13.0,0.0,7.1,2024-12-11 20:34:23,19.1,26.1,22.4,0.0
Arkansas,Fayetteville,2024-09-24,25.3,85,Overcast,16.6,0.0,8.4,2024-12-11 20:34:24,23.1,29.0,25.3,0.0
Arkansas,Fayetteville,2024-09-25,25.6,82,Mist,14.8,0.0,7.0,2024-12-11 20:34:24,23.1,29.2,25.6,0.0
Arkansas,Fayetteville,2024-09-26,25.3,82,Mist,15.5,0.0,9.6,2024-12-11 20:34:24,22.9,28.5,25.3,0.0
Arkansas,Fayetteville,2024-09-27,25.0,92,Moderate or heavy rain shower,38.2,20.69,10.0,2024-12-11 20:34:24,23.2,26.9,25.0,20.69
Arkansas,Fayetteville,2024-09-28,25.5,80,Fog,16.2,0.0,9.7,2024-12-11 20:34:24,22.3,29.9,25.5,0.0
Arkansas,Fayetteville,2024-09-29,24.5,87,Light rain shower,16.9,3.55,10.0,2024-12-11 20:34:25,20.6,28.8,24.5,3.55
Arkansas,Fayetteville,2024-09-30,26.0,78,Moderate or heavy rain shower,17.6,6.53,10.0,2024-12-11 20:34:25,22.3,30.9,26.0,6.53
Arkansas,Fayetteville,2024-10-01,22.8,92,Light rain shower,16.9,48.62,9.9,2024-12-11 20:34:25,21.3,25.1,22.8,48.62
Arkansas,Fayetteville,2024-10-02,23.5,81,Cloudy,15.8,0.0,10.0,2024-12-11 20:34:25,20.4,27.8,23.5,0.0
Arkansas,Fayetteville,2024-10-03,22.2,80,Fog,10.4,0.01,10.0,2024-12-11 20:34:25,17.4,27.3,22.2,0.01
Arkansas,Fayetteville,2024-10-04,21.5,80,Mist,10.4,0.0,10.0,2024-12-11 20:34:26,17.3,25.4,21.5,0.0
Arkansas,Fayetteville,2024-10-05,23.4,71,Overcast,10.1,0.0,9.8,2024-12-11 20:34:26,20.5,26.9,23.4,0.0
Arkansas,Fayetteville,2024-10-06,21.8,75,Mist,11.2,0.0,9.0,2024-12-11 20:34:26,18.9,25.7,21.8,0.0
Arkansas,Fayetteville,2024-10-07,22.6,72,Mist,14.4,0.0,10.0,2024-12-11 20:34:26,17.1,29.1,22.6,0.0
Arkansas,Fayetteville,2024-10-08,20.1,64,Cloudy,17.3,0.0,10.0,2024-12-11 20:34:27,17.4,22.6,20.1,0.0
Arkansas,Fayetteville,2024-10-09,17.7,66,Overcast,12.6,0.0,10.0,2024-12-11 20:34:27,12.5,22.0,17.7,0.0
Arkansas,Fayetteville,2024-10-10,16.5,55,Overcast,25.6,0.0,10.0,2024-12-11 20:34:27,13.2,20.6,16.5,0.0
Arkansas,Fayetteville,2024-10-11,15.0,63,Sunny,14.4,0.0,10.0,2024-12-11 20:34:27,9.0,22.5,15.0,0.0
Arkansas,Fayetteville,2024-10-12,17.2,63,Sunny,14.4,0.0,10.0,2024-12-11 20:34:27,9.2,25.6,17.2,0.0
Arkansas,Fayetteville,2024-10-13,19.0,62,Sunny,19.8,0.0,10.0,2024-12-11 20:34:28,11.1,27.2,19.0,0.0
Arkansas,Fayetteville,2024-10-14,19.7,63,Partly cloudy,24.1,0.0,10.0,2024-12-11 20:34:28,15.7,23.8,19.7,0.0
Arkansas,Fayetteville,2024-10-15,14.3,55,Cloudy,16.2,0.0,10.0,2024-12-11 20:34:28,9.9,17.9,14.3,0.0
Arkansas,Fayetteville,2024-10-16,12.1,63,Moderate rain,24.5,3.06,9.0,2024-12-11 20:34:28,9.1,14.5,12.1,3.06
Arkansas,Fayetteville,2024-10-17,12.2,61,Sunny,18.7,0.0,10.0,2024-12-11 20:34:28,6.7,18.0,12.2,0.0
Arkansas,Fayetteville,2024-10-18,13.2,60,Sunny,17.6,0.0,10.0,2024-12-11 20:34:29,6.6,21.0,13.2,0.0
Arkansas,Fayetteville,2024-10-19,15.7,55,Sunny,18.7,0.0,10.0,2024-12-11 20:34:29,9.0,23.1,15.7,0.0
Arkansas,Fayetteville,2024-10-20,14.5,72,Partly cloudy,14.4,0.0,10.0,2024-12-11 20:34:29,9.6,21.8,14.5,0.0
Arkansas,Fayetteville,2024-10-21,14.7,75,Mist,14.4,0.0,10.0,2024-12-11 20:34:29,6.4,23.7,14.7,0.0
Arkansas,Fayetteville,2024-10-22,17.0,70,Mist,9.4,0.0,10.0,2024-12-11 20:34:30,8.2,26.0,17.0,0.0
Arkansas,Fayetteville,2024-10-23,18.9,70,Cloudy,10.1,0.0,10.0,2024-12-11 20:34:30,13.9,24.1,18.9,0.0
Arkansas,Fayetteville,2024-10-24,18.5,65,Sunny,17.3,0.0,10.0,2024-12-11 20:34:30,13.9,22.9,18.5,0.0
Arkansas,Fayetteville,2024-10-25,15.3,67,Sunny,11.9,0.0,10.0,2024-12-11 20:34:30,7.6,23.4,15.3,0.0
Arkansas,Fayetteville,2024-10-26,20.2,66,Partly cloudy,19.8,1.04,9.9,2024-12-11 20:34:30,14.8,27.8,20.2,1.04
Arkansas,Fayetteville,2024-10-27,15.4,55,Patchy rain possible,21.6,0.43,10.0,2024-12-11 20:34:31,12.5,18.0,15.4,0.43
Arkansas,Fayetteville,2024-10-28,15.0,68,Overcast,14.4,0.0,10.0,2024-12-11 20:34:31,11.5,18.7,15.0,0.0
Arkansas,Fayetteville,2024-10-29,17.9,69,Overcast,11.5,0.0,10.0,2024-12-11 20:34:31,15.0,21.6,17.9,0.0
Arkansas,Fayetteville,2024-10-30,19.6,81,Mist,13.0,0.0,10.0,2024-12-11 20:34:31,16.5,24.4,19.6,0.0
Arkansas,Fayetteville,2024-10-31,18.8,80,Fog,16.2,0.01,10.0,2024-12-11 20:34:31,11.8,25.2,18.8,0.01
Arkansas,Fayetteville,2024-11-01,21.2,70,Mist,20.2,0.16,9.0,2024-12-11 20:34:32,17.0,26.3,21.2,0.16
Arkansas,Fayetteville,2024-11-02,15.1,51,Cloudy,21.2,0.0,10.0,2024-12-11 20:34:32,11.3,18.3,15.1,0.0
Arkansas,Fayetteville,2024-11-03,12.9,69,Sunny,18.7,0.0,10.0,2024-12-11 20:34:32,7.3,18.8,12.9,0.0
Arkansas,Fayetteville,2024-11-04,15.1,78,Overcast,15.8,0.0,10.0,2024-12-11 20:34:32,10.2,21.6,15.1,0.0
Arkansas,Fayetteville,2024-11-05,19.0,81,Mist,20.5,0.0,8.7,2024-12-11 20:34:32,14.7,24.0,19.0,0.0
Arkansas,Fayetteville,2024-11-06,19.9,82,Fog,11.2,0.0,10.0,2024-12-11 20:34:33,15.7,24.7,19.9,0.0
Arkansas,Fayetteville,2024-11-07,19.9,85,Fog,9.4,0.0,9.8,2024-12-11 20:34:33,18.6,22.0,19.9,0.0
Arkansas,Fayetteville,2024-11-08,21.0,76,Patchy rain possible,9.4,0.03,10.0,2024-12-11 20:34:33,17.4,25.6,21.0,0.03
Arkansas,Fayetteville,2024-11-09,13.7,73,Mist,23.0,0.0,10.0,2024-12-11 20:34:33,10.3,16.4,13.7,0.0
Arkansas,Fayetteville,2024-11-10,13.4,76,Overcast,13.0,0.0,9.5,2024-12-11 20:34:34,7.2,18.7,13.4,0.0
Arkansas,Fayetteville,2024-11-11,19.9,89,Fog,18.4,0.0,9.3,2024-12-11 20:34:34,17.4,24.8,19.9,0.0
Arkansas,Fayetteville,2024-11-12,15.4,74,Partly cloudy,22.0,0.0,10.0,2024-12-11 20:34:34,11.3,19.5,15.4,0.0
Arkansas,Fayetteville,2024-11-13,10.0,68,Cloudy,18.7,0.0,10.0,2024-12-11 20:34:34,5.0,15.4,10.0,0.0
Arkansas,Fayetteville,2024-11-14,10.2,82,Overcast,19.4,3.44,8.4,2024-12-11 20:34:34,7.1,14.0,10.2,3.44
Arkansas,Fayetteville,2024-11-15,12.2,80,Overcast,23.8,3.77,10.0,2024-12-11 20:34:35,10.4,15.6,12.2,3.77
Arkansas,Fayetteville,2024-11-16,12.2,75,Partly cloudy,16.2,0.0,10.0,2024-12-11 20:34:35,7.9,16.8,12.2,0.0
Arkansas,Fayetteville,2024-11-17,11.4,75,Fog,8.6,0.0,10.0,2024-12-11 20:34:35,6.6,15.8,11.4,0.0
Arkansas,Fayetteville,2024-11-18,13.7,69,Partly cloudy,12.6,0.0,10.0,2024-12-11 20:34:35,7.4,20.7,13.7,0.0
Arkansas,Fayetteville,2024-11-19,16.5,63,Cloudy,15.1,0.0,10.0,2024-12-11 20:34:35,12.1,21.7,16.5,0.0
Arkansas,Fayetteville,2024-11-20,17.2,92,Moderate rain,29.9,25.03,8.9,2024-12-11 20:34:36,14.4,19.1,17.2,25.03
Arkansas,Fayetteville,2024-11-21,11.3,53,Partly cloudy,25.6,0.0,10.0,2024-12-11 20:34:36,5.7,15.2,11.3,0.0
Arkansas,Fayetteville,2024-11-22,7.2,52,Cloudy,25.9,0.0,10.0,2024-12-11 20:34:36,3.4,11.9,7.2,0.0
Arkansas,Fayetteville,2024-11-23,8.9,63,Sunny,22.7,0.0,10.0,2024-12-11 20:34:36,3.4,15.5,8.9,0.0
Arkansas,Fayetteville,2024-11-24,10.6,70,Sunny,14.8,0.0,10.0,2024-12-11 20:34:36,4.2,17.7,10.6,0.0
Arkansas,Fayetteville,2024-11-25,12.0,71,Partly cloudy,16.6,0.0,10.0,2024-12-11 20:34:37,5.4,19.0,12.0,0.0
Arkansas,Fayetteville,2024-11-26,14.8,87,Overcast,19.4,0.0,10.0,2024-12-11 20:34:37,12.0,17.3,14.8,0.0
Arkansas,Fayetteville,2024-11-27,12.1,63,Overcast,10.4,0.0,10.0,2024-12-11 20:34:37,6.3,16.5,12.1,0.0
Arkansas,Fayetteville,2024-11-28,16.7,90,Thundery outbreaks possible,29.2,1.25,9.1,2024-12-11 20:34:37,13.8,20.1,16.7,1.25
Arkansas,Fayetteville,2024-11-29,7.4,65,Overcast,19.4,0.0,10.0,2024-12-11 20:34:38,4.3,11.6,7.4,0.0
Arkansas,Fayetteville,2024-11-30,5.0,48,Sunny,17.6,0.0,10.0,2024-12-11 20:34:38,0.6,10.3,5.0,0.0
Arkansas,Fayetteville,2024-12-01,5.9,42,Overcast,16.6,0.0,10.0,2024-12-11 20:34:38,1.5,10.8,5.9,0.0
Arkansas,Fayetteville,2024-12-02,4.3,54,Sunny,15.5,0.0,10.0,2024-12-11 20:34:38,0.9,8.2,4.3,0.0
Arkansas,Fayetteville,2024-12-03,3.1,46,Cloudy,19.8,0.0,10.0,2024-12-11 20:34:38,-0.2,6.6,3.1,0.0
Arkansas,Fayetteville,2024-12-04,3.0,47,Sunny,23.4,0.0,10.0,2024-12-11 20:34:39,-0.7,8.8,3.0,0.0
Arkansas,Fayetteville,2024-12-05,5.6,51,Overcast,31.7,0.0,10.0,2024-12-11 20:34:39,0.1,10.2,5.6,0.0
Arkansas,Fayetteville,2024-12-06,1.5,38,Sunny,19.4,0.0,10.0,2024-12-11 20:34:39,-2.1,6.4,1.5,0.0
Arkansas,Fayetteville,2024-12-07,2.5,36,Sunny,16.6,0.0,10.0,2024-12-11 20:34:39,-1.7,8.1,2.5,0.0
Arkansas,Fayetteville,2024-12-08,6.6,54,Cloudy,20.5,0.0,10.0,2024-12-11 20:34:40,-0.2,14.0,6.6,0.0
Arkansas,Fayetteville,2024-12-09,10.2,76,Moderate rain at times,17.6,9.19,9.3,2024-12-11 20:34:40,7.4,12.6,10.2,9.19
Arkansas,Fayetteville,2024-12-10,15.7,94,Moderate rain at times,18.4,41.96,4.2,2024-12-11 20:34:40,13.6,17.7,15.7,41.96
Arkansas,Fayetteville,2024-12-11,13.2,89,Moderate or heavy rain shower,36.4,52.74,8.3,2024-12-11 20:34:40,6.7,15.8,13.2,52.74
California,Los Angeles,2024-09-12,22.5,60,Sunny,15.1,0.0,10.0,2024-12-11 20:34:40,19.6,26.2,22.5,0.0
California,Los Angeles,2024-09-13,21.7,64,Cloudy,18.4,0.0,10.0,2024-12-11 20:34:41,19.2,25.8,21.7,0.0
California,Los Angeles,2024-09-14,21.1,65,Sunny,16.2,0.0,10.0,2024-12-11 20:34:41,18.5,25.7,21.1,0.0
California,Los Angeles,2024-09-15,20.6,65,Partly cloudy,15.5,0.0,10.0,2024-12-11 20:34:41,18.2,24.5,20.6,0.0
California,Los Angeles,2024-09-16,19.3,59,Patchy rain possible,21.6,0.22,10.0,2024-12-11 20:34:41,17.2,21.5,19.3,0.22
California,Los Angeles,2024-09-17,18.1,71,Sunny,16.2,0.0,10.0,2024-12-11 20:34:41,15.7,21.4,18.1,0.0
California,Los Angeles,2024-09-18,17.8,75,Cloudy,16.2,0.0,10.0,2024-12-11 20:34:42,15.0,21.5,17.8,0.0
California,Los Angeles,2024-09-19,18.1,77,Cloudy,19.1,0.0,10.0,2024-12-11 20:34:42,16.4,20.9,18.1,0.0
California,Los Angeles,2024-09-20,17.4,80,Overcast,18.0,0.0,10.0,2024-12-11 20:34:42,15.3,20.5,17.4,0.0
California,Los Angeles,2024-09-21,18.0,80,Mist,15.5,0.0,10.0,2024-12-11 20:34:42,15.2,21.8,18.0,0.0
California,Los Angeles,2024-09-22,20.9,73,Partly cloudy,14.8,0.0,10.0,2024-12-11 20:34:43,16.8,26.0,20.9,0.0
California,Los Angeles,2024-09-23,22.1,70,Partly cloudy,16.9,0.0,10.0,2024-12-11 20:34:43,18.0,27.6,22.1,0.0
California,Los Angeles,2024-09-24,21.3,72,Partly cloudy,16.6,0.0,10.0,2024-12-11 20:34:43,17.5,26.6,21.3,0.0
California,Los Angeles,2024-09-25,21.5,71,Partly cloudy,18.7,0.0,10.0,2024-12-11 20:34:43,17.3,27.3,21.5,0.0
California,Los Angeles,2024-09-26,19.5,76,Cloudy,16.6,0.0,10.0,2024-12-11 20:34:43,16.0,23.7,19.5,0.0
California,Los Angeles,2024-09-27,19.1,77,Cloudy,14.4,0.0,10.0,2024-12-11 20:34:44,15.7,23.6,19.1,0.0
California,Los Angeles,2024-09-28,19.8,74,Cloudy,15.8,0.0,10.0,2024-12-11 20:34:44,15.7,25.1,19.8,0.0
California,Los Angeles,2024-09-29,20.8,68,Partly cloudy,15.1,0.0,10.0,2024-12-11 20:34:44,16.2,26.5,20.8,0.0
California,Los Angeles,2024-09-30,21.6,62,Partly cloudy,12.6,0.0,10.0,2024-12-11 20:34:44,17.1,28.1,21.6,0.0
California,Los Angeles,2024-10-01,22.8,61,Partly cloudy,15.8,0.0,10.0,2024-12-11 20:34:45,17.5,28.6,22.8,0.0
California,Los Angeles,2024-10-02,22.6,64,Cloudy,12.6,0.0,10.0,2024-12-11 20:34:45,17.7,28.4,22.6,0.0
California,Los Angeles,2024-10-03,23.6,58,Partly cloudy,11.5,0.0,10.0,2024-12-11 20:34:45,18.2,28.6,23.6,0.0
California,Los Angeles,2024-10-04,22.4,66,Partly cloudy,14.4,0.0,10.0,2024-12-11 20:34:45,18.1,27.7,22.4,0.0
California,Los Angeles,2024-10-05,22.5,64,Partly cloudy,15.1,0.0,10.0,2024-12-11 20:34:45,19.2,27.5,22.5,0.0
California,Los Angeles,2024-10-06,24.4,60,Partly cloudy,16.6,0.0,10.0,2024-12-11 20:34:46,19.5,30.7,24.4,0.0
California,Los Angeles,2024-10-07,24.6,57,Partly cloudy,13.7,0.0,10.0,2024-12-11 20:34:46,19.6,31.3,24.6,0.0
California,Los Angeles,2024-10-08,22.2,63,Partly cloudy,12.6,0.0,10.0,2024-12-11 20:34:46,18.0,28.1,22.2,0.0
California,Los Angeles,2024-10-09,24.1,53,Sunny,11.2,0.0,10.0,2024-12-11 20:34:46,19.4,30.7,24.1,0.0
California,Los Angeles,2024-10-10,23.0,56,Partly cloudy,11.2,0.0,10.0,2024-12-11 20:34:47,18.4,28.8,23.0,0.0
California,Los Angeles,2024-10-11,22.4,59,Partly cloudy,12.6,0.0,10.0,2024-12-11 20:34:47,18.3,28.1,22.4,0.0
California,Los Angeles,2024-10-12,20.5,65,Partly cloudy,14.4,0.0,10.0,2024-12-11 20:34:47,17.1,25.3,20.5,0.0
California,Los Angeles,2024-10-13,18.4,75,Cloudy,13.7,0.0,10.0,2024-12-11 20:34:47,15.3,22.2,18.4,0.0
California,Los Angeles,2024-10-14,17.7,80,Overcast,13.7,0.0,10.0,2024-12-11 20:34:47,15.3,20.9,17.7,0.0
California,Los Angeles,2024-10-15,17.4,83,Overcast,13.0,0.0,10.0,2024-12-11 20:34:48,16.1,19.3,17.4,0.0
California,Los Angeles,2024-10-16,18.6,79,Partly cloudy,14.8,0.0,10.0,2024-12-11 20:34:48,16.9,21.5,18.6,0.0
California,Los Angeles,2024-10-17,17.3,83,Overcast,13.7,0.01,10.0,2024-12-11 20:34:48,16.6,18.3,17.3,0.01
California,Los Angeles,2024-10-18,19.5,47,Sunny,17.3,0.0,10.0,2024-12-11 20:34:48,15.2,25.7,19.5,0.0
California,Los Angeles,2024-10-19,20.6,25,Sunny,14.4,0.0,10.0,2024-12-11 20:34:48,16.4,27.0,20.6,0.0
California,Los Angeles,2024-10-20,22.6,28,Sunny,15.5,0.0,10.0,2024-12-11 20:34:49,18.7,29.3,22.6,0.0
California,Los Angeles,2024-10-21,21.1,46,Partly cloudy,14.8,0.0,10.0,2024-12-11 20:34:49,16.9,27.9,21.1,0.0
